127.0.0.1 - - [02/Feb/2016:09:35:22 -0500] "GET / HTTP/1.1" 200 3117
::1 - - [02/Feb/2016:10:28:42 -0500] "GET /phpmyadmin/db_structure.php?server=1&db=roma_tours&token=35bfeb4e6a8a1ae0f642741c7c7bc638 HTTP/1.1" 200 8784
::1 - - [02/Feb/2016:10:28:43 -0500] "GET /phpmyadmin/js/codemirror/lib/codemirror.css?v=4.5.1 HTTP/1.1" 304 -
::1 - - [02/Feb/2016:10:28:43 -0500] "GET /phpmyadmin/js/codemirror/addon/lint/lint.css?v=4.5.1 HTTP/1.1" 304 -
::1 - - [02/Feb/2016:10:28:43 -0500] "GET /phpmyadmin/js/codemirror/addon/hint/show-hint.css?v=4.5.1 HTTP/1.1" 304 -
::1 - - [02/Feb/2016:10:28:43 -0500] "GET /phpmyadmin/themes/pmahomme/jquery/jquery-ui-1.11.2.css HTTP/1.1" 304 -
::1 - - [02/Feb/2016:10:28:43 -0500] "GET /phpmyadmin/themes/pmahomme/css/printview.css?v=4.5.1 HTTP/1.1" 304 -
::1 - - [02/Feb/2016:10:28:43 -0500] "GET /phpmyadmin/phpmyadmin.css.php?nocache=5792097216ltr HTTP/1.1" 200 20074
::1 - - [02/Feb/2016:10:28:43 -0500] "GET /phpmyadmin/js/whitelist.php?lang=es&db=roma_tours&token=35bfeb4e6a8a1ae0f642741c7c7bc638&v=4.5.1 HTTP/1.1" 200 482
::1 - - [02/Feb/2016:10:28:43 -0500] "GET /phpmyadmin/themes/pmahomme/img/logo_left.png HTTP/1.1" 304 -
::1 - - [02/Feb/2016:10:28:43 -0500] "GET /phpmyadmin/js/get_scripts.js.php?scripts%5B%5D=jquery/jquery-1.11.1.min.js&scripts%5B%5D=sprintf.js&scripts%5B%5D=ajax.js&scripts%5B%5D=keyhandler.js&scripts%5B%5D=jquery/jquery-ui-1.11.2.min.js&scripts%5B%5D=jquery/jquery.cookie.js&scripts%5B%5D=jquery/jquery.mousewheel.js&scripts%5B%5D=jquery/jquery.event.drag-2.2.js&scripts%5B%5D=jquery/jquery-ui-timepicker-addon.js&scripts%5B%5D=jquery/jquery.ba-hashchange-1.3.js&scripts%5B%5D=jquery/jquery.debounce-1.0.5.js&scripts%5B%5D=menu-resizer.js&scripts%5B%5D=cross_framing_protection.js&scripts%5B%5D=rte.js&scripts%5B%5D=tracekit/tracekit.js&scripts%5B%5D=error_report.js&scripts%5B%5D=doclinks.js&scripts%5B%5D=functions.js&scripts%5B%5D=navigation.js&scripts%5B%5D=indexes.js&v=4.5.1 HTTP/1.1" 200 216095
::1 - - [02/Feb/2016:10:28:43 -0500] "GET /phpmyadmin/js/get_scripts.js.php?scripts%5B%5D=common.js&scripts%5B%5D=config.js&scripts%5B%5D=page_settings.js&scripts%5B%5D=db_structure.js&scripts%5B%5D=tbl_change.js&scripts%5B%5D=codemirror/lib/codemirror.js&scripts%5B%5D=codemirror/mode/sql/sql.js&scripts%5B%5D=codemirror/addon/runmode/runmode.js&scripts%5B%5D=codemirror/addon/hint/show-hint.js&scripts%5B%5D=codemirror/addon/hint/sql-hint.js&scripts%5B%5D=codemirror/addon/lint/lint.js&scripts%5B%5D=codemirror/addon/lint/sql-lint.js&scripts%5B%5D=console.js&v=4.5.1 HTTP/1.1" 200 139007
::1 - - [02/Feb/2016:10:28:43 -0500] "GET /phpmyadmin/js/messages.php?lang=es&db=roma_tours&token=35bfeb4e6a8a1ae0f642741c7c7bc638&v=4.5.1 HTTP/1.1" 200 9414
::1 - - [02/Feb/2016:10:28:43 -0500] "GET /phpmyadmin/js/get_image.js.php?theme=pmahomme&v=4.5.1 HTTP/1.1" 200 1822
::1 - - [02/Feb/2016:10:28:43 -0500] "GET /phpmyadmin/js/get_scripts.js.php?scripts%5B%5D=jquery/jquery-1.11.1.min.js&scripts%5B%5D=sprintf.js&scripts%5B%5D=ajax.js&scripts%5B%5D=keyhandler.js&scripts%5B%5D=jquery/jquery-ui-1.11.2.min.js&scripts%5B%5D=jquery/jquery.cookie.js&scripts%5B%5D=jquery/jquery.mousewheel.js&scripts%5B%5D=jquery/jquery.event.drag-2.2.js&scripts%5B%5D=jquery/jquery-ui-timepicker-addon.js&scripts%5B%5D=jquery/jquery.ba-hashchange-1.3.js&scripts%5B%5D=jquery/jquery.debounce-1.0.5.js&scripts%5B%5D=menu-resizer.js&scripts%5B%5D=cross_framing_protection.js&scripts%5B%5D=rte.js&scripts%5B%5D=tracekit/tracekit.js&scripts%5B%5D=error_report.js&scripts%5B%5D=doclinks.js&scripts%5B%5D=functions.js&scripts%5B%5D=navigation.js&scripts%5B%5D=indexes.js&v=4.5.1 HTTP/1.1" 200 216095
::1 - - [02/Feb/2016:10:28:44 -0500] "GET /phpmyadmin/themes/dot.gif HTTP/1.1" 304 -
::1 - - [02/Feb/2016:10:28:44 -0500] "GET /phpmyadmin/js/get_scripts.js.php?scripts%5B%5D=common.js&scripts%5B%5D=config.js&scripts%5B%5D=page_settings.js&scripts%5B%5D=db_structure.js&scripts%5B%5D=tbl_change.js&scripts%5B%5D=codemirror/lib/codemirror.js&scripts%5B%5D=codemirror/mode/sql/sql.js&scripts%5B%5D=codemirror/addon/runmode/runmode.js&scripts%5B%5D=codemirror/addon/hint/show-hint.js&scripts%5B%5D=codemirror/addon/hint/sql-hint.js&scripts%5B%5D=codemirror/addon/lint/lint.js&scripts%5B%5D=codemirror/addon/lint/sql-lint.js&scripts%5B%5D=console.js&v=4.5.1 HTTP/1.1" 200 139007
::1 - - [02/Feb/2016:10:28:45 -0500] "GET /phpmyadmin/js/messages.php?lang=es&db=roma_tours&token=35bfeb4e6a8a1ae0f642741c7c7bc638&v=4.5.1 HTTP/1.1" 200 9414
::1 - - [02/Feb/2016:10:28:45 -0500] "GET /phpmyadmin/js/get_image.js.php?theme=pmahomme&v=4.5.1 HTTP/1.1" 200 1822
::1 - - [02/Feb/2016:10:28:45 -0500] "GET /phpmyadmin/themes/pmahomme/img/logo_left.png HTTP/1.1" 200 2327
::1 - - [02/Feb/2016:10:28:45 -0500] "GET /phpmyadmin/themes/dot.gif HTTP/1.1" 200 43
::1 - - [02/Feb/2016:10:28:45 -0500] "GET /phpmyadmin/themes/pmahomme/img/ajax_clock_small.gif HTTP/1.1" 304 -
::1 - - [02/Feb/2016:10:28:45 -0500] "GET /phpmyadmin/themes/pmahomme/img/s_collapseall.png HTTP/1.1" 304 -
::1 - - [02/Feb/2016:10:28:45 -0500] "GET /phpmyadmin/themes/pmahomme/img/left_nav_bg.png HTTP/1.1" 304 -
::1 - - [02/Feb/2016:10:28:45 -0500] "GET /phpmyadmin/themes/pmahomme/img/sprites.png?v=4.5.1 HTTP/1.1" 304 -
::1 - - [02/Feb/2016:10:28:46 -0500] "GET /phpmyadmin/favicon.ico HTTP/1.1" 200 22486
::1 - - [02/Feb/2016:10:28:45 -0500] "POST /phpmyadmin/navigation.php?ajax_request=1&token=35bfeb4e6a8a1ae0f642741c7c7bc638 HTTP/1.1" 200 2235
::1 - - [02/Feb/2016:10:31:14 -0500] "GET /phpmyadmin/db_structure.php?server=1&db=roma_tours&token=35bfeb4e6a8a1ae0f642741c7c7bc638 HTTP/1.1" 200 11557
::1 - - [02/Feb/2016:10:31:15 -0500] "GET /phpmyadmin/themes/pmahomme/jquery/jquery-ui-1.11.2.css HTTP/1.1" 304 -
::1 - - [02/Feb/2016:10:31:15 -0500] "GET /phpmyadmin/js/codemirror/lib/codemirror.css?v=4.5.1 HTTP/1.1" 304 -
::1 - - [02/Feb/2016:10:31:15 -0500] "GET /phpmyadmin/js/codemirror/addon/hint/show-hint.css?v=4.5.1 HTTP/1.1" 304 -
::1 - - [02/Feb/2016:10:31:15 -0500] "GET /phpmyadmin/js/codemirror/addon/lint/lint.css?v=4.5.1 HTTP/1.1" 304 -
::1 - - [02/Feb/2016:10:31:15 -0500] "GET /phpmyadmin/themes/pmahomme/css/printview.css?v=4.5.1 HTTP/1.1" 304 -
::1 - - [02/Feb/2016:10:31:15 -0500] "GET /phpmyadmin/phpmyadmin.css.php?nocache=5792097216ltr HTTP/1.1" 200 20074
::1 - - [02/Feb/2016:10:31:16 -0500] "GET /phpmyadmin/themes/pmahomme/img/arrow_ltr.png HTTP/1.1" 304 -
::1 - - [02/Feb/2016:10:31:15 -0500] "GET /phpmyadmin/js/whitelist.php?lang=es&db=roma_tours&token=35bfeb4e6a8a1ae0f642741c7c7bc638&v=4.5.1 HTTP/1.1" 200 482
::1 - - [02/Feb/2016:10:31:15 -0500] "GET /phpmyadmin/js/get_scripts.js.php?scripts%5B%5D=jquery/jquery-1.11.1.min.js&scripts%5B%5D=sprintf.js&scripts%5B%5D=ajax.js&scripts%5B%5D=keyhandler.js&scripts%5B%5D=jquery/jquery-ui-1.11.2.min.js&scripts%5B%5D=jquery/jquery.cookie.js&scripts%5B%5D=jquery/jquery.mousewheel.js&scripts%5B%5D=jquery/jquery.event.drag-2.2.js&scripts%5B%5D=jquery/jquery-ui-timepicker-addon.js&scripts%5B%5D=jquery/jquery.ba-hashchange-1.3.js&scripts%5B%5D=jquery/jquery.debounce-1.0.5.js&scripts%5B%5D=menu-resizer.js&scripts%5B%5D=cross_framing_protection.js&scripts%5B%5D=rte.js&scripts%5B%5D=tracekit/tracekit.js&scripts%5B%5D=error_report.js&scripts%5B%5D=doclinks.js&scripts%5B%5D=functions.js&scripts%5B%5D=navigation.js&scripts%5B%5D=indexes.js&v=4.5.1 HTTP/1.1" 200 216095
::1 - - [02/Feb/2016:10:31:15 -0500] "GET /phpmyadmin/js/get_scripts.js.php?scripts%5B%5D=common.js&scripts%5B%5D=config.js&scripts%5B%5D=page_settings.js&scripts%5B%5D=db_structure.js&scripts%5B%5D=tbl_change.js&scripts%5B%5D=codemirror/lib/codemirror.js&scripts%5B%5D=codemirror/mode/sql/sql.js&scripts%5B%5D=codemirror/addon/runmode/runmode.js&scripts%5B%5D=codemirror/addon/hint/show-hint.js&scripts%5B%5D=codemirror/addon/hint/sql-hint.js&scripts%5B%5D=codemirror/addon/lint/lint.js&scripts%5B%5D=codemirror/addon/lint/sql-lint.js&scripts%5B%5D=console.js&v=4.5.1 HTTP/1.1" 200 139007
::1 - - [02/Feb/2016:10:31:15 -0500] "GET /phpmyadmin/js/messages.php?lang=es&db=roma_tours&token=35bfeb4e6a8a1ae0f642741c7c7bc638&v=4.5.1 HTTP/1.1" 200 9414
::1 - - [02/Feb/2016:10:31:15 -0500] "GET /phpmyadmin/js/get_image.js.php?theme=pmahomme&v=4.5.1 HTTP/1.1" 200 1822
::1 - - [02/Feb/2016:10:31:17 -0500] "GET /phpmyadmin/themes/pmahomme/img/logo_left.png HTTP/1.1" 304 -
::1 - - [02/Feb/2016:10:31:17 -0500] "GET /phpmyadmin/themes/dot.gif HTTP/1.1" 304 -
::1 - - [02/Feb/2016:10:31:17 -0500] "GET /phpmyadmin/themes/pmahomme/img/ajax_clock_small.gif HTTP/1.1" 304 -
::1 - - [02/Feb/2016:10:31:17 -0500] "GET /phpmyadmin/themes/pmahomme/img/s_collapseall.png HTTP/1.1" 304 -
::1 - - [02/Feb/2016:10:31:17 -0500] "GET /phpmyadmin/themes/pmahomme/img/left_nav_bg.png HTTP/1.1" 304 -
::1 - - [02/Feb/2016:10:31:17 -0500] "GET /phpmyadmin/themes/pmahomme/img/sprites.png?v=4.5.1 HTTP/1.1" 304 -
::1 - - [02/Feb/2016:10:31:18 -0500] "GET /phpmyadmin/favicon.ico HTTP/1.1" 200 22486
::1 - - [02/Feb/2016:10:31:17 -0500] "POST /phpmyadmin/navigation.php?ajax_request=1&token=35bfeb4e6a8a1ae0f642741c7c7bc638 HTTP/1.1" 200 2746
::1 - - [02/Feb/2016:10:31:20 -0500] "POST /phpmyadmin/db_structure.php HTTP/1.1" 200 1984
::1 - - [02/Feb/2016:10:31:23 -0500] "POST /phpmyadmin/db_structure.php HTTP/1.1" 200 2905
::1 - - [02/Feb/2016:10:31:24 -0500] "POST /phpmyadmin/navigation.php?ajax_request=1&token=35bfeb4e6a8a1ae0f642741c7c7bc638 HTTP/1.1" 200 2235
::1 - - [02/Feb/2016:10:32:20 -0500] "GET /phpmyadmin/db_structure.php?db=roma_tours&token=35bfeb4e6a8a1ae0f642741c7c7bc638&ajax_request=true&ajax_page_request=true&_nocache=1454427140862674096 HTTP/1.1" 200 5659
::1 - - [02/Feb/2016:10:32:25 -0500] "POST /phpmyadmin/db_structure.php HTTP/1.1" 200 1984
::1 - - [02/Feb/2016:10:32:27 -0500] "POST /phpmyadmin/db_structure.php HTTP/1.1" 200 2905
::1 - - [02/Feb/2016:10:32:28 -0500] "POST /phpmyadmin/navigation.php?ajax_request=1&token=35bfeb4e6a8a1ae0f642741c7c7bc638 HTTP/1.1" 200 2235
::1 - - [02/Feb/2016:10:34:01 -0500] "GET /phpmyadmin/db_structure.php?db=roma_tours&token=35bfeb4e6a8a1ae0f642741c7c7bc638&ajax_request=true&ajax_page_request=true&_nocache=1454427241327356833 HTTP/1.1" 200 5659
::1 - - [02/Feb/2016:10:34:04 -0500] "POST /phpmyadmin/db_structure.php HTTP/1.1" 200 1984
::1 - - [02/Feb/2016:10:34:06 -0500] "POST /phpmyadmin/db_structure.php HTTP/1.1" 200 2905
::1 - - [02/Feb/2016:10:34:08 -0500] "POST /phpmyadmin/navigation.php?ajax_request=1&token=35bfeb4e6a8a1ae0f642741c7c7bc638 HTTP/1.1" 200 2235
127.0.0.1 - - [02/Feb/2016:10:34:27 -0500] "GET /licencias HTTP/1.1" 200 3558
127.0.0.1 - - [02/Feb/2016:10:34:28 -0500] "GET /assets/css/bootstrap.min.css HTTP/1.1" 304 -
127.0.0.1 - - [02/Feb/2016:10:34:28 -0500] "GET /assets/css/font-awesome.min.css HTTP/1.1" 304 -
127.0.0.1 - - [02/Feb/2016:10:34:28 -0500] "GET /assets/css/simple-sidebar.css HTTP/1.1" 304 -
127.0.0.1 - - [02/Feb/2016:10:34:28 -0500] "GET /assets/js/jquery.js HTTP/1.1" 304 -
127.0.0.1 - - [02/Feb/2016:10:34:28 -0500] "GET /assets/js/bootstrap.min.js HTTP/1.1" 304 -
127.0.0.1 - - [02/Feb/2016:10:34:28 -0500] "GET /favicon.ico HTTP/1.1" 200 -
127.0.0.1 - - [02/Feb/2016:10:34:30 -0500] "GET /servicios/new HTTP/1.1" 200 5100
127.0.0.1 - - [02/Feb/2016:10:39:13 -0500] "GET /licencias HTTP/1.1" 200 3605
127.0.0.1 - - [02/Feb/2016:10:39:14 -0500] "GET /assets/css/bootstrap.min.css HTTP/1.1" 304 -
127.0.0.1 - - [02/Feb/2016:10:39:14 -0500] "GET /assets/css/font-awesome.min.css HTTP/1.1" 304 -
127.0.0.1 - - [02/Feb/2016:10:39:14 -0500] "GET /assets/css/simple-sidebar.css HTTP/1.1" 304 -
127.0.0.1 - - [02/Feb/2016:10:39:14 -0500] "GET /assets/js/jquery.js HTTP/1.1" 304 -
127.0.0.1 - - [02/Feb/2016:10:39:14 -0500] "GET /assets/js/bootstrap.min.js HTTP/1.1" 304 -
127.0.0.1 - - [02/Feb/2016:10:39:14 -0500] "GET /favicon.ico HTTP/1.1" 200 -
127.0.0.1 - - [02/Feb/2016:10:39:20 -0500] "GET /licencias/new HTTP/1.1" 200 5062
127.0.0.1 - - [02/Feb/2016:10:41:29 -0500] "GET /buses HTTP/1.1" 200 3604
127.0.0.1 - - [02/Feb/2016:10:41:31 -0500] "GET /buses/new HTTP/1.1" 200 5990
127.0.0.1 - - [02/Feb/2016:10:41:48 -0500] "POST /buses/new HTTP/1.1" 302 348
127.0.0.1 - - [02/Feb/2016:10:41:49 -0500] "GET /buses HTTP/1.1" 200 4166
127.0.0.1 - - [02/Feb/2016:10:41:52 -0500] "GET /buses/1 HTTP/1.1" 200 3723
